Fecha;Concepto;Proveedor;Moneda;Monto;TC;Monto en USD;Origen;Forma;Destino;Tipo Comprobante;Comp. No.;Recibo;Estado del Pago;Vencimiento;Cheque No.;Fecha de Pago;Ref. Operaci¢n;ID Mes Registro;ID Registro;Proyecto;ID Mes Pago;Categor¡a;éltimo Registro: 3717;éltimo en Costos: 3626 (Obsoleto);;;;;;;
26/12/18;Cambio USD a UYU;ITAU;USD;4.000,00;1,00;4.000,00;PSS;Transf. PSS - Ita£ USD;Cambio de Moneda;Sin Comp.;N/A;N/A;;;;;;;494;;;0;;;;;;;;;
26/12/18;Pago Despacho Valvulas Rexroth;Enrique Amespil;UYU;128.907,00;32,28;3.994,02;PSS;Transf. PSS - Ita£ UYU;Despachos;Cr‚dito;2426;2604;;;;;115. CD W91191 - Servo Valvulas Rexroth - UTE ;;495;115;;1;;;;;;;;;
26/12/18;Costo por Transf. (Desp.);ITAU;UYU;61,27;32,28;1,90;PSS;D‚bito Aut. PSS - Ita£ UYU;Gastos Banc.;Sin Comp.;N/A;N/A;;;;;115. CD W91191 - Servo Valvulas Rexroth - UTE ;;496;115;;1;;;;;;;;;
26/12/18;Pago Despacho Valvulas Rexroth;Enrique Amespil;UYU;-102.343,00;32,28;-3.170,97;PSS;No Aplica;IVA/IRAE;Cr‚dito;2426;N/A;;;;;115. CD W91191 - Servo Valvulas Rexroth - UTE ;;3390;115;;1;;;;;;;;;
26/12/18;Pago Despacho Rep.Transf.;Enrique Amespil;UYU;-29.136,00;32,28;-902,74;PSS;No Aplica;IVA/IRAE;Cr‚dito;2427;N/A;;;;;165. CD W91228 - Rep. para Transform. de Pot. - UTE;;3395;165;;1;;;;;;;;;
27/12/18;Aporte de Capital;PSS;USD;5.000,00;1,00;5.000,00;Javier;Transf. Ita£ Javier;Aporte de Capital;Sin Comp.;N/A;N/A;;;;;;;497;;;2;;;;;;;;;
27/12/18;Cambio USD a UYU;ITAU;USD;1.800,00;1,00;1.800,00;PSS;Transf. PSS - Ita£ USD;Cambio de Moneda;Sin Comp.;N/A;N/A;;;;;;;498;;;0;;;;;;;;;
27/12/18;Pago Despacho Rep.Transf.;Enrique Amespil;UYU;61.575,00;32,29;1.907,23;PSS;Transf. PSS - Ita£ UYU;Despachos;Cr‚dito;2427;2606;;;;;165. CD W91228 - Rep. para Transform. de Pot. - UTE;;499;165;;1;;;;;;;;;
27/12/18;Costo por Transf. (Desp.);ITAU;UYU;61,33;32,29;1,90;PSS;D‚bito Aut. PSS - Ita£ UYU;Gastos Banc.;Sin Comp.;N/A;N/A;;;;;165. CD W91228 - Rep. para Transform. de Pot. - UTE;;500;165;;1;;;;;;;;;
27/12/18;Compra Divino;Divino S.A.;UYU;3.269,09;32,29;101,26;Javier;Efectivo;Muebles y étiles;Boleta;1062019;N/A;;;;;;;501;;;;;;;;;;;;
28/12/18;Nota de Cred. Amespil por F2409;Enrique Amespil;UYU;-1.390,00;32,32;-43,01;PSS;No Aplica;Despachos;Nota de Cr‚dito;1555;N/A;;;;;177. LA 1500159400 - Herrmientas - ANCAP;;502;177;;1;;;;;;;;;
31/12/18;Compra Divino;Divino S.A.;UYU;15.471,56;32,38;477,89;Javier;Efectivo;Muebles y étiles;Boleta;906425;N/A;;;;;;;503;;;;;;;;;;;;
04/01/19;Pago Cadeteria;Moto Express;UYU;571,00;32,46;17,59;Javier;Efectivo;Gastos;Boleta;15522;N/A;;;;;108. NA - Ruedas - Hierros Sabatini;;504;108;;1;;;;;;;;;
07/01/19;Pago Saldo Fidemar Juntas OSE;Fidemar SA;EUR;3.408,29;0,88;3.882,76;PSS;Transf. PSS - Ita£ USD;Mercader¡a;Boleta;53640;N/A;;;;;50. LA 18370-2018 - Juntas Union Multidiametro - OSE;;505;50;;1;;;;;;;;;
07/01/19;Costo por Transf. (Fidemar);ITAU;USD;1,66;1,00;1,66;PSS;D‚bito Aut. PSS - Ita£ USD;Gastos Banc.;Sin Comp.;N/A;N/A;;;;;50. LA 18370-2018 - Juntas Union Multidiametro - OSE;;506;50;;1;;;;;;;;;
07/01/19;Aporte de Capital;PSS;USD;5.000,00;1,00;5.000,00;Juan;Transf. BBVA Juan;Aporte de Capital;Sin Comp.;N/A;N/A;;;;;;;507;;;2;;;;;;;;;
10/01/19;Compra Combustible;Ancap - Tafibel S.A.;UYU;1.900,00;32,54;58,40;PSS;D‚bito PSS - Ita£ UYU;Gastos;Boleta;559032;N/A;;;;;163. NA - Indicador de Colmataje Hydac - UTE;;508;163;;1;;;;;;;;;
10/01/19;Compra Combustible;Esso -Jose Pereira Runco;UYU;1.750,00;32,54;53,79;PSS;D‚bito PSS - Ita£ UYU;Gastos;Boleta;215269;N/A;;;;;163. NA - Indicador de Colmataje Hydac - UTE;;509;163;;1;;;;;;;;;
11/01/19;Retiro para Caja PSS;PSS;USD;3.500,00;1,00;3.500,00;PSS;D‚bito PSS - Ita£ USD;Caja PSS - USD;Ticket;3610;N/A;;;;;;;510;;;;;;;;;;;;
11/01/19;Pago Estacionamiento Mensual;Arturo Wisznever;UYU;3.500,00;32,62;107,31;Caja;Efectivo;Gastos;Boleta;94896;N/A;;;;;;;511;;;;;;;;;;;;
11/01/19;Pago Gastos Comunes Diciembre;Edif. Barreiro y Ramos;UYU;6.903,00;32,62;211,65;PSS;Transf. PSS - Ita£ UYU;Gastos Comunes;Sin Comp.;N/A;N/A;;;;;;;512;;;;;;;;;;;;
11/01/19;Costo por Transf. (GC);ITAU;UYU;62,21;32,62;1,91;PSS;D‚bito Aut. PSS - Ita£ UYU;Gastos Banc.;Sin Comp.;N/A;N/A;;;;;;;513;;;;;;;;;;;;
11/01/19;Pago Alquiler Enero;Inm. Marchesano;USD;600,00;1,00;600,00;PSS;Transf. PSS - Ita£ USD;Alquileres;Sin Comp.;N/A;N/A;;;;;;;514;;;;;;;;;;;;
11/01/19;Costo por Transf. (Alq);ITAU;USD;1,90;1,00;1,90;PSS;D‚bito Aut. PSS - Ita£ USD;Gastos Banc.;Sin Comp.;N/A;N/A;;;;;;;515;;;;;;;;;;;;
11/01/19;Pago Factura DHL - Aduana;DHL;UYU;3.401,00;32,62;104,28;PSS;Transf. PSS - Ita£ UYU;Gastos;Cr‚dito;350824;110119;;;;;115. CD W91191 - Servo Valvulas Rexroth - UTE ;;516;115;;1;;;;;;;;;
11/01/19;Cambio USD a UYU;ITAU;USD;500,00;1,00;500,00;PSS;Transf. PSS - Ita£ USD;Cambio de Moneda;Sin Comp.;N/A;N/A;;;;;;;517;;;0;;;;;;;;;
11/01/19;Honorarios Estudio Berrutti - Dic 2018;Cr. Berrutti;UYU;5.300,00;32,62;162,50;PSS;Transf. PSS - Ita£ UYU;Honorarios Prof.;Boleta;3339;N/A;;;;;;;518;;;;;;;;;;;;
14/01/19;Pago Resina 3ra Chemsavers;Chemsavers Inc.;USD;610,00;1,00;610,00;PSS;Transf. PSS - Ita£ USD;Mercader¡a;Boleta;6117;N/A;;;;;144. CD W91296 Suministro de Resina - UTE;;519;144;;1;;;;;;;;;
14/01/19;Costo por Transf. (Chemsavers);ITAU;USD;60,00;1,00;60,00;PSS;D‚bito Aut. PSS - Ita£ USD;Gastos Banc.;Sin Comp.;N/A;N/A;;;;;144. CD W91296 Suministro de Resina - UTE;;520;144;;1;;;;;;;;;
15/01/19;Debito Banking Card;ITAU;UYU;978,00;32,81;29,81;PSS;D‚bito Aut. PSS - Ita£ UYU;Gastos Banc.;Sin Comp.;N/A;N/A;;;;;;;521;;;;;;;;;;;;
18/01/19;Cambio USD a UYU;ITAU;USD;400,00;1,00;400,00;PSS;Transf. PSS - Ita£ USD;Cambio de Moneda;Sin Comp.;N/A;N/A;;;;;;;522;;;0;;;;;;;;;
18/01/19;Pago BPS Dic 2018;BPS;UYU;9.953,00;32,70;304,42;PSS;D‚bito Aut. PSS - Ita£ UYU;Cargas Sociales;Cr‚dito;194087;2175356;;;;;;;523;;;;;;;;;;;;
18/01/19;Pago ANTEL Dic. 18;ANTEL;UYU;3.456,00;32,70;105,70;PSS;D‚bito PSS - Ita£ UYU;Serv. Publicos;Cr‚dito;8381958;1064;;;;;;;524;;;;;;;;;;;;
23/01/19;Compra Papeler¡a;Alberto Gandulia SA;UYU;3.788,92;32,64;116,10;PSS;D‚bito PSS - Ita£ UYU;Gastos;Boleta;104608;N/A;;;;;;;525;;;;;;;;;;;;
23/01/19;Pago Env¡o DAC - UTE Terra;Grupo Agencia S.A.;UYU;330,00;32,64;10,11;Javier;Efectivo;Costos;Boleta;247482;N/A;;;;;156. NA - Vasos Aluminio Hydac - UTE;;526;156;;1;;;;;;;;;
23/01/19;Retiro para Caja PSS;PSS;USD;1.000,00;1,00;1.000,00;PSS;D‚bito PSS - Ita£ USD;Caja PSS - USD;Ticket;3724;N/A;;;;;;;527;;;;;;;;;;;;
28/01/19;Pago Factura Cert. Notarial;Esc. Bel‚n Galbarini;UYU;2.673,00;32,62;81,96;PSS;Transf. PSS - Ita£ UYU;Honorarios Prof.;Cr‚dito;139;N/A;;;;;154. LA 1500159700 - Esparragos con Tuerca - ANCAP;;528;154;;1;;;;;;;;;
28/01/19;Cambio USD a UYU;ITAU;USD;1.600,00;1,00;1.600,00;PSS;Transf. PSS - Ita£ USD;Cambio de Moneda;Sin Comp.;N/A;N/A;;;;;;;529;;;0;;;;;;;;;
28/01/19;Pago Factura DHL - Flete;DHL;UYU;6.427,35;32,62;197,07;PSS;Transf. PSS - Ita£ UYU;Costos;Cr‚dito;351060;280119;;;;;156. NA - Vasos Aluminio Hydac - UTE;;530;156;;1;;;;;;;;;
28/01/19;Pago Factura DHL - Flete;DHL;UYU;27.914,97;32,62;855,89;PSS;Transf. PSS - Ita£ UYU;Costos;Cr‚dito;351060;280119;;;;;165. CD W91228 - Rep. para Transform. de Pot. - UTE;;531;165;;1;;;;;;;;;
28/01/19;Pago Factura DHL - Flete;DHL;UYU;11.191,68;32,62;343,15;PSS;Transf. PSS - Ita£ UYU;Costos;Cr‚dito;351060;280119;;;;;115. CD W91191 - Servo Valvulas Rexroth - UTE ;;532;115;;1;;;;;;;;;
28/01/19;Pago UTE Dic 18;UTE;UYU;1.840,00;32,62;56,42;PSS;D‚bito Aut. PSS - Ita£ UYU;Serv. Publicos;Cr‚dito;44506;1237101;;;;;;;533;;;;;;;;;;;;
28/01/19;Pago ANTEL Ene.19;ANTEL;UYU;2.649,00;32,62;81,22;PSS;ItauPago PSS - Ita£ UYU;Serv. Publicos;Cr‚dito;8490362;82507849;;;;;;;534;;;;;;;;;;;;
28/01/19;Pago Flete Barreras Abs.;Pluscargo SRL;USD;512,87;1,00;512,87;PSS;Transf. PSS - Ita£ USD;Costos;Cr‚dito;43828/43829;147889;;;;;43. LA11-2018 - Mat. Prot. del MA - Armada;;535;43;;1;;;;;;;;;
28/01/19;Pago Flete Barreras Abs.;Pluscargo SRL;USD;428,50;1,00;428,50;PSS;Transf. PSS - Ita£ USD;Costos;Cr‚dito;43825/43826/43827;147889;;;;;145. Amp. LA11-2018 - Mat. Prot. del MA - Armada;;536;145;;1;;;;;;;;;
31/01/19;Pago a Dreghal por Vasos y Ind. Colmataje;Dreghal SA;USD;318,77;1,00;318,77;PSS;Transf. PSS - Ita£ USD;Mercader¡a;Cr‚dito;126612;310119;;;;;163. NA - Indicador de Colmataje Hydac - UTE;;537;163;;1;;;;;;;;;
31/01/19;Pago a Dreghal por Vasos y Ind. Colmataje;Dreghal SA;USD;742,70;1,00;742,70;PSS;Transf. PSS - Ita£ USD;Mercader¡a;Cr‚dito;126612;310119;;;;;156. NA - Vasos Aluminio Hydac - UTE;;538;156;;1;;;;;;;;;
31/01/19;Pago Cataf por Rexroth y Rep. Transf;Cataf Rey SA;USD;164,50;1,00;164,50;PSS;Transf. PSS - Ita£ USD;Mercader¡a;Cr‚dito;38411;3101191;;;;;165. CD W91228 - Rep. para Transform. de Pot. - UTE;;539;165;;1;;;;;;;;;
31/01/19;Pago Cataf por Rexroth y Rep. Transf;Cataf Rey SA;USD;164,50;1,00;164,50;PSS;Transf. PSS - Ita£ USD;Mercader¡a;Cr‚dito;38411;3101191;;;;;115. CD W91191 - Servo Valvulas Rexroth - UTE ;;540;115;;1;;;;;;;;;
01/02/19;Costo por Transf. (Dreghal);ITAU;USD;1,90;1,00;1,90;PSS;D‚bito Aut. PSS - Ita£ USD;Gastos Banc.;Sin Comp.;N/A;N/A;;;;;163. NA - Indicador de Colmataje Hydac - UTE;;541;163;;1;;;;;;;;;
01/02/19;Costo por Transf. (Cataf Rey);ITAU;USD;1,90;1,00;1,90;PSS;D‚bito Aut. PSS - Ita£ USD;Gastos Banc.;Sin Comp.;N/A;N/A;;;;;165. CD W91228 - Rep. para Transform. de Pot. - UTE;;542;165;;1;;;;;;;;;
01/02/19;Cambio USD a UYU;ITAU;USD;1.500,00;1,00;1.500,00;PSS;Transf. PSS - Ita£ USD;Cambio de Moneda;Sin Comp.;N/A;N/A;;;;;;;543;;;0;;;;;;;;;
01/02/19;Pago 2do. Despacho Juntas OSE;Enrique Amespil;UYU;46.025,00;32,59;1.412,46;PSS;Transf. PSS - Ita£ UYU;Despachos;Cr‚dito;2459;2630;;;;;50. LA 18370-2018 - Juntas Union Multidiametro - OSE;;544;50;;1;;;;;;;;;
01/02/19;Costo por Transf. (Desp. Juntas);ITAU;UYU;61,70;32,59;1,89;PSS;D‚bito Aut. PSS - Ita£ USD;Gastos Banc.;Sin Comp.;N/A;N/A;;;;;50. LA 18370-2018 - Juntas Union Multidiametro - OSE;;545;50;;1;;;;;;;;;
01/02/19;Pago IVA y Antic. Despacho Juntas OSE;DGI;UYU;46.346,00;32,59;1.422,31;PSS;Cert. DGI;Despachos;Cr‚dito;2459;2630;;;;;146. CD 10052226 - Juntas Universales - OSE;;546;146;;1;;;;;;;;;
01/02/19;Pago Flete CD Juntas OSE;Wave Logistics Uruguay S.A.;USD;990,00;1,00;990,00;PSS;Cheque PSS - Ita£ USD;Costos;Cr‚dito;338;8728;;;82229;;146. CD 10052226 - Juntas Universales - OSE;;547;146;;1;;;;;;;;;
01/02/19;Pago IVA y Antic. Despacho Juntas OSE;DGI;UYU;-46.346,00;32,59;-1.422,31;PSS;No Aplica;IVA/IRAE;Cr‚dito;2459;N/A;;;;;146. CD 10052226 - Juntas Universales - OSE;;3393;146;;1;;;;;;;;;
03/02/19;Compra Impresora;Mosca Hnos SA;USD;360,00;1,00;360,00;PSS;D‚bito PSS - Ita£ USD;Muebles y étiles;Boleta;443353;N/A;;;;;;;548;;;;;;;;;;;;
04/02/19;Pago Hypneu Elem. Filtrantes;Hypneu GmbH;EUR;1.877,93;0,87;2.151,12;PSS;Transf. PSS - Ita£ USD;Mercader¡a;Boleta;44710598050;N/A;;;;;223. NA - Elementos Filtrantes Hydac 160 - UTE;;549;223;;1;;;;;;;;;
04/02/19;Costo por Transf. (Hypneu);ITAU;USD;60,00;1,00;60,00;PSS;D‚bito Aut. PSS - Ita£ USD;Gastos Banc.;Sin Comp.;N/A;N/A;;;;;223. NA - Elementos Filtrantes Hydac 160 - UTE;;550;223;;1;;;;;;;;;
05/02/19;Cambio USD a UYU;ITAU;USD;2.500,00;1,00;2.500,00;PSS;Transf. PSS - Ita£ USD;Cambio de Moneda;Sin Comp.;N/A;N/A;;;;;;;551;;;0;;;;;;;;;
05/02/19;Retiro para Caja PSS;PSS;USD;100,00;1,00;100,00;PSS;D‚bito PSS - Ita£ USD;Caja PSS - USD;Sin Comp.;N/A;N/A;;;;;;;552;;;;;;;;;;;;
05/02/19;Pago Despacho CD Juntas OSE;Enrique Amespil;UYU;71.555,00;32,50;2.202,03;PSS;Transf. PSS - Ita£ UYU;Despachos;Cr‚dito;2460;2633;;;;;146. CD 10052226 - Juntas Universales - OSE;;553;146;;1;;;;;;;;;
05/02/19;Costo por Transf. (Desp. Juntas);ITAU;UYU;61,69;32,50;1,90;PSS;D‚bito Aut. PSS - Ita£ USD;Gastos Banc.;Sin Comp.;N/A;N/A;;;;;146. CD 10052226 - Juntas Universales - OSE;;554;146;;1;;;;;;;;;
05/02/19;Pago IVA y Antic. Despacho CD Juntas OSE;DGI;UYU;89.943,00;32,50;2.767,90;PSS;Cert. DGI;Despachos;Cr‚dito;2460;2633;;;;;146. CD 10052226 - Juntas Universales - OSE;;555;146;;1;;;;;;;;;
05/02/19;Pago IVA y Antic. Despacho CD Juntas OSE;DGI;UYU;-89.943,00;32,50;-2.767,90;PSS;No Aplica;IVA/IRAE;Cr‚dito;2460;N/A;;;;;146. CD 10052226 - Juntas Universales - OSE;;3394;146;;1;;;;;;;;;
07/02/19;Dep¢sito Mercader¡a;Global Cargo SRL;USD;335,00;1,00;335,00;PSS;Cheque PSS - Ita£ USD;Costos;Cr‚dito;1872;12921;;;82230;;50. LA 18370-2018 - Juntas Union Multidiametro - OSE;;556;50;;1;;;;;;;;;
07/02/19;Dep¢sito Mercader¡a;Dep¢sitos Montevideo S.A.;USD;103,00;1,00;103,00;PSS;Cheque PSS - Ita£ USD;Costos;Boleta;9318;N/A;;;82230;;50. LA 18370-2018 - Juntas Union Multidiametro - OSE;;557;50;;1;;;;;;;;;
08/02/19;Honorarios Estudio Berrutti - Ene 2019;Cr. Berrutti;UYU;5.565,00;32,57;170,89;PSS;Transf. PSS - Ita£ UYU;Honorarios Prof.;Boleta;3363;N/A;;;;;;;558;;;;;;;;;;;;
08/02/19;Pago Alquiler Febrero;Inm. Marchesano;USD;600,00;1,00;600,00;PSS;Transf. PSS - Ita£ USD;Alquileres;Sin Comp.;N/A;N/A;;;;;;;559;;;;;;;;;;;;
08/02/19;Costo por Transf. (Alq.);ITAU;USD;1,90;1,00;1,90;PSS;D‚bito Aut. PSS - Ita£ USD;Gastos Banc.;Sin Comp.;N/A;N/A;;;;;;;560;;;;;;;;;;;;
08/02/19;Retiro para Caja PSS;PSS;UYU;3.500,00;32,57;107,48;PSS;D‚bito PSS - Ita£ USD;Caja PSS - USD;Ticket;3360;N/A;;;;;;;561;;;;;;;;;;;;
08/02/19;Pago Estacionamiento Mensual;Arturo Wisznever;UYU;3.700,00;32,57;113,62;Caja;Efectivo;Gastos;Boleta;94896;N/A;;;;;;;562;;;;;;;;;;;;
08/02/19;Pago Almuerzo;Cervecer¡a Matriz - Badepal SA;UYU;1.638,00;32,57;50,30;Caja;Efectivo;Gastos;Sin Comp.;N/A;N/A;;;;;;;563;;;;;;;;;;;;
11/02/19;Cambio USD a UYU;ITAU;USD;600,00;1,00;600,00;PSS;Transf. PSS - Ita£ USD;Cambio de Moneda;Sin Comp.;N/A;N/A;;;;;;;564;;;0;;;;;;;;;
11/02/19;Pago Gastos Comunes Enero;Edif. Barreiro y Ramos;UYU;6.903,00;32,65;211,42;PSS;Transf. PSS - Ita£ UYU;Gastos Comunes;Sin Comp.;N/A;N/A;;;;;;;565;;;;;;;;;;;;
11/02/19;Costo por Transf. (GC);ITAU;UYU;61,88;32,65;1,90;PSS;D‚bito Aut. PSS - Ita£ USD;Gastos Banc.;Sin Comp.;N/A;N/A;;;;;;;566;;;;;;;;;;;;
13/02/19;Pago Trib. Dom.;IMM;UYU;1.592,00;32,64;48,78;PSS;D‚bito Aut. PSS - Ita£ UYU;Serv. Publicos;Boleta;119059;N/A;;;;;;;567;;;;;;;;;;;;
14/02/19;Compra pliego Ancap;ANCAP;UYU;1.500,00;32,52;46,13;PSS;Transf. PSS - Ita£ UYU;Gastos;Sin Comp.;N/A;18133;;;;;235. LA 1500160400-  Elem. Aux. p. Boya Petrol. - ANCAP;;568;235;;1;;;;;;;;;
14/02/19;Costo por Transf. (Compra Pliego);ITAU;UYU;61,89;32,52;1,90;PSS;D‚bito Aut. PSS - Ita£ USD;Gastos Banc.;Sin Comp.;N/A;N/A;;;;;235. LA 1500160400-  Elem. Aux. p. Boya Petrol. - ANCAP;;569;235;;1;;;;;;;;;
15/02/19;Pago BPS Enero 2019;BPS;UYU;3.727,00;32,62;114,27;PSS;D‚bito Aut. PSS - Ita£ UYU;Cargas Sociales;Cr‚dito;467105;2721482;;;;;;;570;;;;;;;;;;;;
15/02/19;Debito Banking Card;ITAU;UYU;978,00;32,62;29,99;PSS;D‚bito Aut. PSS - Ita£ UYU;Gastos Banc.;Sin Comp.;N/A;N/A;;;;;;;571;;;;;;;;;;;;
19/02/19;Pago Flete Terr.;Coral del Mar S.A.;UYU;2.732,80;32,58;83,89;PSS;Transf. PSS - Ita£ UYU;Costos;Cr‚dito;27160;38237;;;;;115. CD W91191 - Servo Valvulas Rexroth - UTE ;;572;115;;1;;;;;;;;;
19/02/19;Costo por Transf. (Flete Terr.,);ITAU;UYU;61,95;32,58;1,90;PSS;D‚bito Aut. PSS - Ita£ USD;Gastos Banc.;Sin Comp.;N/A;N/A;;;;;115. CD W91191 - Servo Valvulas Rexroth - UTE ;;573;115;;1;;;;;;;;;
20/02/19;Compra pliego Ancap;ANCAP;UYU;1.500,00;32,64;45,96;PSS;Transf. PSS - Ita£ UYU;Gastos;Sin Comp.;N/A;183271;;;;;230. LA 1500162300 - Luminarias a prueba de explosion - ANCAP;;574;230;;1;;;;;;;;;
20/02/19;Costo por Transf. (Compra Pliego);ITAU;UYU;62,00;32,64;1,90;PSS;D‚bito Aut. PSS - Ita£ USD;Gastos Banc.;Sin Comp.;N/A;N/A;;;;;230. LA 1500162300 - Luminarias a prueba de explosion - ANCAP;;575;230;;1;;;;;;;;;
21/02/19;Costo por Recepci¢n de Giro;ITAU;USD;10,00;1,00;10,00;PSS;D‚bito Aut. PSS - Ita£ USD;Gastos Banc.;Sin Comp.;N/A;N/A;;;;;;;576;;;;;;;;;;;;
21/02/19;Prestamo a Pablo Garcia;PSS;USD;4.000,00;1,00;4.000,00;PSS;Transf. PSS - Ita£ UYU;Pr‚stamos Otorgados;Sin Comp.;N/A;N/A;;;;;;;577;;;2;;;;;;;;;
27/02/19;Pago ANTEL Feb.19;ANTEL;UYU;3.526,00;32,67;107,94;PSS;ItauPago PSS - Ita£ UYU;Serv. Publicos;Cr‚dito;8598665;84890090;;;;;;;578;;;;;;;;;;;;
27/02/19;Cambio USD a UYU;ITAU;USD;400,00;1,00;400,00;PSS;Transf. PSS - Ita£ USD;Cambio de Moneda;Sin Comp.;N/A;N/A;;;;;;;579;;;0;;;;;;;;;
28/02/19;Pago Despacho Muestras Llaves de Bronce OSE;Enrique Amespil;UYU;8.089,00;32,71;247,29;PSS;Transf. PSS - Ita£ UYU;Despachos;Cr‚dito;2473;2653;;;;;226. LA 19252 - Llaves Esfericas de Bronce - OSE;;580;226;;1;;;;;;;;;
28/02/19;Costo por Transf. (Desp. Muestra);ITAU;UYU;62,04;32,71;1,90;PSS;D‚bito Aut. PSS - Ita£ USD;Gastos Banc.;Sin Comp.;N/A;N/A;;;;;226. LA 19252 - Llaves Esfericas de Bronce - OSE;;581;226;;1;;;;;;;;;
28/02/19;Pago Flete Resina;Pluscargo SRL;USD;205,88;1,00;205,88;PSS;Transf. PSS - Ita£ USD;Costos;Cr‚dito;45635 45469;148124;;;;;144. CD W91296 Suministro de Resina - UTE;;582;144;;1;;;;;;;;;
28/02/19;Costo por Transf. (Flete.);ITAU;USD;1,90;1,00;1,90;PSS;D‚bito Aut. PSS - Ita£ USD;Gastos Banc.;Sin Comp.;N/A;N/A;;;;;144. CD W91296 Suministro de Resina - UTE;;583;144;;1;;;;;;;;;
28/02/19;Pago UTE Feb19;UTE;UYU;2.115,00;32,71;64,66;PSS;D‚bito Aut. PSS - Ita£ UYU;Serv. Publicos;Cr‚dito;505188;1302057;;;;;;;584;;;;;;;;;;;;
01/03/19;Cambio USD a UYU;ITAU;USD;1.500,00;1,00;1.500,00;PSS;Transf. PSS - Ita£ USD;Cambio de Moneda;Sin Comp.;N/A;N/A;;;;;;;585;;;0;;;;;;;;;
01/03/19;Pago Despacho Resina;Enrique Amespil;UYU;26.315,00;32,73;804,13;PSS;Transf. PSS - Ita£ UYU;Despachos;Cr‚dito;2475;2645;;;;;144. CD W91296 Suministro de Resina - UTE;;586;144;;1;;;;;;;;;
01/03/19;Costo por Transf. (Desp. Resina);ITAU;UYU;62,03;32,73;1,90;PSS;D‚bito Aut. PSS - Ita£ USD;Gastos Banc.;Sin Comp.;N/A;N/A;;;;;144. CD W91296 Suministro de Resina - UTE;;587;144;;1;;;;;;;;;
01/03/19;Pago IVA y Antic. Resina;DGI;UYU;33.929,00;32,73;1.036,79;PSS;Cert. DGI;Despachos;Cr‚dito;3802369;60319;;;;;144. CD W91296 Suministro de Resina - UTE;;588;144;;1;;;;;;;;;
01/03/19;Pago Bomport Resina;Pluscargo SRL;USD;290,00;1,00;290,00;PSS;Transf. PSS - Ita£ USD;Costos;Boleta;36964;N/A;;;;;144. CD W91296 Suministro de Resina - UTE;;589;144;;1;;;;;;;;;
01/03/19;Costo por Transf. (Bomp);ITAU;USD;1,90;1,00;1,90;PSS;D‚bito Aut. PSS - Ita£ USD;Gastos Banc.;Sin Comp.;N/A;N/A;;;;;144. CD W91296 Suministro de Resina - UTE;;590;144;;1;;;;;;;;;
01/03/19;Pago IVA y Antic. Resina;DGI;UYU;-33.929,00;32,73;-1.036,79;PSS;No Aplica;IVA/IRAE;Cr‚dito;3802369;N/A;;;;;144. CD W91296 Suministro de Resina - UTE;;3392;144;;1;;;;;;;;;
04/03/19;Compra Super;Disco;UYU;909,00;32,68;27,82;PSS;D‚bito PSS - Ita£ UYU;Gastos;Boleta;4258879;N/A;;;;;;;591;;;;;;;;;;;;
04/03/19;Honorarios Estudio Berrutti - Feb 2019;Cr. Berrutti;UYU;5.565,00;32,68;170,31;PSS;Transf. PSS - Ita£ UYU;Honorarios Prof.;Boleta;3363;N/A;;;;;;;592;;;;;;;;;;;;
04/03/19;Cert. BSE - Berrutti;Cr. Berrutti;UYU;1.269,00;32,68;38,84;PSS;Transf. PSS - Ita£ UYU;Gastos;Sin Comp.;N/A;N/A;;;;;;;593;;;;;;;;;;;;
06/03/19;Compra Papeler¡a;Mosca Hnos SA;UYU;1.075,66;32,72;32,87;PSS;D‚bito PSS - Ita£ UYU;Gastos;Boleta;468792;N/A;;;;;;;594;;;;;;;;;;;;
07/03/19;Pago F Bachino;Empleados;UYU;3.500,00;32,68;107,12;PSS;Transf. PSS - Ita£ UYU;Salarios;Sin Comp.;N/A;N/A;;;;;;;595;;;;;;;;;;;;
07/03/19;Costo por Transf. (FB);ITAU;UYU;62,09;32,68;1,90;PSS;D‚bito Aut. PSS - Ita£ USD;Gastos Banc.;Sin Comp.;N/A;N/A;;;;;;;596;;;;;;;;;;;;
07/03/19;Pago Impugnaci¢n Esparragos;Dra. Ma. Jos‚ Echevarria;UYU;7.320,00;32,68;224,02;PSS;Transf. PSS - Ita£ UYU;Honorarios Prof.;Boleta;N/A;N/A;;;;;154. LA 1500159700 - Esparragos con Tuerca - ANCAP;;597;154;;1;;;;;;;;;
07/03/19;Costo por Transf. (Impugn.);ITAU;UYU;62,09;32,68;1,90;PSS;D‚bito Aut. PSS - Ita£ USD;Gastos Banc.;Sin Comp.;N/A;N/A;;;;;154. LA 1500159700 - Esparragos con Tuerca - ANCAP;;598;154;;1;;;;;;;;;
07/03/19;Cambio USD a UYU;ITAU;USD;1.500,00;1,00;1.500,00;PSS;Transf. PSS - Ita£ USD;Cambio de Moneda;Sin Comp.;N/A;N/A;;;;;;;599;;;0;;;;;;;;;
07/03/19;Pago Despacho Vasos 400;Enrique Amespil;UYU;44.519,00;32,68;1.362,48;PSS;Transf. PSS - Ita£ UYU;Despachos;Cr‚dito;2476;2647;;;;;219. NA - Vasos 400 Aluminio Hydac - UTE;;600;219;;1;;;;;;;;;
