Fecha;Concepto;Proveedor;Moneda;Monto;TC;Monto en USD;Origen;Forma;Destino;Tipo Comprobante;Comp. No.;Recibo;Estado del Pago;Vencimiento;Cheque No.;Fecha de Pago;Ref. Operaci¢n;ID Mes Registro;ID Registro;Proyecto;ID Mes Pago;Categor¡a;éltimo Registro: 3717;éltimo en Costos: 3626 (Obsoleto);;;;;;;
04/04/22;Caf‚ M quina;Palacio del Caf‚;UYU;548,00;41,14;13,32;PSS;Caja Oficina 204;Gastos;Boleta;93804;N/A;;;;;;12;3043;;;;;;;;;;;;
04/04/22;Retiro para Caja;PSS;UYU;15.000,00;41,14;364,65;PSS;D‚bito PSS - Ita£ UYU;Caja PSS - UYU;Sin Comp.;N/A;N/A;;;;;;;3044;;;;;;;;;;;;
06/04/22;Factura UTE 202;UTE;UYU;2.370,00;41,40;57,25;PSS;D‚bito PSS - Ita£ UYU;Serv. Publicos;Cr‚dito;N/A;N/A;;;;;;14;3045;;;;;;;;;;;;
06/04/22;Factura UTE 204;UTE;UYU;1.563,00;41,40;37,75;PSS;D‚bito PSS - Ita£ UYU;Serv. Publicos;Cr‚dito;139478;N/A;;;;;;15;3046;;;;;;;;;;;;
06/04/22;Compra Aldo;Papeler¡a Aldo S.A.;UYU;4.919,00;41,40;118,82;PSS;Transf. PSS - Ita£ UYU;Gastos de Oficina;Cr‚dito;690207;N/A;;;;;;16;3047;;;;;;;;;;;;
07/04/22;Copia Llaves 204;Jorge Santana;UYU;450,00;41,45;10,86;PSS;Caja Oficina 204;Gastos;Boleta;5142;N/A;;;;;;17;3048;;;;;;;;;;;;
07/04/22;GC MAR 2022 - PSS SRL;Edif. Barreiro y Ramos;UYU;18.758,00;41,45;452,60;PSS;Transf. PSS - Ita£ UYU;Gastos Comunes;Sin Comp.;N/A;N/A;;;;;;18;3049;;;;;;;;;;;;
07/04/22;Costo por Transf. (GC);ITAU;UYU;158,60;41,45;3,83;PSS;D‚bito Aut. PSS - Ita£ UYU;Gastos Banc.;Sin Comp.;N/A;N/A;;;;;;;3050;;;;;;;;;;;;
07/04/22;Factura Afintel SA;Afintel S.A.;USD;554,92;1,00;554,92;PSS;Transf. PSS - Ita£ USD;Costos;Cr‚dito;2821;N/A;Efectuado;11/04/22;;21/04/22;696. NA - Tanques de aire - Golantex (Armada);19;3051;696;20;1;;;;;;;;;
07/04/22;Factura DHL Muestras Precinto Seriado;DHL;UYU;4.560,00;41,45;110,03;PSS;Transf. PSS - Ita£ UYU;Costos;Cr‚dito;678902;N/A;Efectuado;11/04/22;;21/04/22;744. LA Y54607-2022 - Suministro de precintos seriados - UTE;20;3052;744;20;1;;;;;;;;;
07/04/22;Factura DHL Muestras Precinto Seriado;DHL;UYU;12.937,00;41,45;312,15;PSS;Transf. PSS - Ita£ UYU;Costos;Cr‚dito;678544;N/A;Efectuado;11/04/22;;21/04/22;744. LA Y54607-2022 - Suministro de precintos seriados - UTE;21;3053;744;;1;;;;;;;;;
07/04/22;Compra Devoto;Devoto Hnos. S.A.;UYU;5.524,60;41,45;133,30;PSS;D‚bito PSS - Ita£ UYU;Gastos;Sin Comp.;N/A;N/A;;;;;;;3054;;;;;;;;;;;;
07/04/22;Retiro para Caja;PSS;UYU;10.000,00;41,45;241,28;PSS;D‚bito PSS - Ita£ UYU;Gastos;Sin Comp.;N/A;N/A;;;;;;;3055;;;;;;;;;;;;
07/04/22;Factura Afintel SA;Afintel S.A.;USD;-11,83;1,00;-11,83;PSS;No Aplica;IVA/IRAE;Cr‚dito;2821;N/A;;;;;696. NA - Tanques de aire - Golantex (Armada);;3498;696;;1;;;;;;;;;
11/04/22;E-Factura Memory;Memory SRL;UYU;1.501,82;42,08;35,69;PSS;D‚bito Aut. PSS - Ita£ UYU;Gastos;Boleta;190205;215548;;;;;;22;3056;;;;;;;;;;;;
12/04/22;Compra Kinko;Bowerey SA;UYU;397,00;41,65;9,53;PSS;Caja Oficina 204;Gastos de Oficina;Boleta;3000036;N/A;;;;;;23;3057;;;;;;;;;;;;
12/04/22;BPS Cargas Sociales MAR 22;BPS;UYU;69.764,00;41,65;1.675,01;PSS;Transf. PSS - Ita£ UYU;Cargas Sociales;Cr‚dito;763651;N/A;Efectuado;26/04/22;;21/04/22;;24;3058;;24;;;;;;;;;;
12/04/22;BPS IRPF MAR 22;BPS;UYU;6.492,00;41,65;155,87;PSS;Transf. PSS - Ita£ UYU;Cargas Sociales;Cr‚dito;763761;N/A;Efectuado;26/04/22;;21/04/22;;25;3059;;26;;;;;;;;;;
12/04/22;Tributos Domiciliarios 204;IMM;UYU;1.526,00;41,65;36,64;PSS;Efectivo;Gastos;Cr‚dito;N/A;N/A;Efectuado;26/04/22;;21/04/22;;26;3060;;27;;;;;;;;;;
12/04/22;Tributos Domiciliarios 202 (Ad. Merc.);IMM;UYU;1.932,00;41,65;46,39;PSS;Efectivo;Gastos;Cr‚dito;N/A;N/A;Efectuado;26/04/22;;21/04/22;;27;3061;;;;;;;;;;;;
13/04/22;Compra PedidosYA;PedidosYa;UYU;1.009,00;41,47;24,33;PSS;D‚bito PSS - Ita£ UYU;Gastos;Sin Comp.;N/A;N/A;;;;;;;3062;;;;;;;;;;;;
13/04/22;Debito Banking Card;ITAU;UYU;2.464,00;41,47;59,42;PSS;D‚bito Aut. PSS - Ita£ UYU;Gastos Banc.;Sin Comp.;N/A;N/A;;;;;;;3063;;;;;;;;;;;;
19/04/22;Anticipo de IRAE - DGI - MAR 22;DGI;UYU;41.473,00;41,27;1.005,04;PSS;Cheque PSS - Ita£ UYU;IVA/IRAE;Boleta;1461296;N/A;Efectuado;25/04/22;1056926;29/04/22;;28;3064;;29;;;;;;;;;;
19/04/22;Saldo de IRAE 2021 - DGI  (A);DGI;UYU;766.899,00;41,27;18.584,73;PSS;Cheque PSS - Ita£ UYU;IVA/IRAE;Boleta;3467908;N/A;Efectuado;25/04/22;;22/05/22;;29;3065;;22;;;;;;;;;;
19/04/22;Saldo de IRAE 2021 - DGI  (B);DGI;UYU;766.899,00;41,27;18.584,73;PSS;D‚bito PSS - Ita£ UYU;IVA/IRAE;Boleta;3467933;N/A;Efectuado;25/04/22;;09/05/22;;29;3066;;22;;;;;;;;;;
19/04/22;Pago CMA CGM URUGUAY SA;CMA CGM URUGUAY SA;USD;2.575,02;1,00;2.575,02;PSS;Transf. PSS - Ita£ USD;Costos;Cr‚dito;109252 - 62471 - 62472;N/A;;;;;9065. LP P53011-Autotransformador Monofasico 500kV - UTE;30;3067;9065;;1;;;;;;;;;
19/04/22;Costo por Transf. (CMA);ITAU;USD;1,90;1,00;1,90;PSS;D‚bito Aut. PSS - Ita£ USD;Gastos Banc.;Sin Comp.;N/A;N/A;;;;;9065. LP P53011-Autotransformador Monofasico 500kV - UTE;;3068;9065;;1;;;;;;;;;
19/04/22;Caf‚ M quina;Palacio del Caf‚;UYU;380,00;41,27;9,21;PSS;Caja Oficina 204;Gastos;Boleta;93874;N/A;;;;;;31;3069;;;;;;;;;;;;
20/04/22;Despacho mar¡timo Investa Pumps - Bombas de refrigeraci¢n para turbinas;Enrique Amespil;UYU;155.800,00;41,27;3.775,60;PSS;Transf. PSS - Ita£ UYU;Costos;Cr‚dito;598 - 599;2999;;;;;676. CP C94557-2021 - Adq. de repuestos Goulds - UTE;32;3070;676;;1;;;;;;;;;
20/04/22;Factura Afintel SA;Afintel S.A.;USD;500,00;1,00;500,00;PSS;Transf. PSS - Ita£ USD;Costos;Cr‚dito;2863;N/A;Efectuado;25/04/22;;21/04/22;696. NA - Tanques de aire - Golantex (Armada);33;3071;696;39;1;;;;;;;;;
20/04/22;Factura Afintel SA;Afintel S.A.;USD;407,40;1,00;407,40;PSS;Transf. PSS - Ita£ USD;Costos;Cr‚dito;2877;N/A;Efectuado;25/04/22;;21/04/22;551. LA 14-2021 -Adq. Repuestos de Aeronave - Armada;34;3072;551;39;1;;;;;;;;;
20/04/22;Factura Afintel SA;Afintel S.A.;USD;617,40;1,00;617,40;PSS;Transf. PSS - Ita£ USD;Costos;Cr‚dito;2876;N/A;Efectuado;25/04/22;;21/04/22;552. LA 3-2021 - Adq. Repuestos de Aeronave - DNAPN;35;3073;552;;1;;;;;;;;;
20/04/22;NC Afintel SA;Afintel S.A.;USD;-180,00;1,00;-180,00;PSS;No Aplica;Costos;Cr‚dito;209;N/A;;;;;551. LA 14-2021 -Adq. Repuestos de Aeronave - Armada;34;3074;551;;1;;;;;;;;;
20/04/22;Costo por Transf. (Afintel);ITAU;USD;1,06;1,00;1,06;PSS;D‚bito Aut. PSS - Ita£ USD;Gastos Banc.;Sin Comp.;N/A;N/A;;;;;696. NA - Tanques de aire - Golantex (Armada);;3075;696;;1;;;;;;;;;
20/04/22;Costo por Transf. (Afintel);ITAU;USD;0,23;1,00;0,23;PSS;D‚bito Aut. PSS - Ita£ USD;Gastos Banc.;Sin Comp.;N/A;N/A;;;;;551. LA 14-2021 -Adq. Repuestos de Aeronave - Armada;;3076;551;;1;;;;;;;;;
20/04/22;Costo por Transf. (Afintel);ITAU;USD;0,62;1,00;0,62;PSS;D‚bito Aut. PSS - Ita£ USD;Gastos Banc.;Sin Comp.;N/A;N/A;;;;;552. LA 3-2021 - Adq. Repuestos de Aeronave - DNAPN;;3077;552;;1;;;;;;;;;
20/04/22;Cambio USD a UYU;ITAU;USD;5.000,00;1,00;5.000,00;PSS;Transf. PSS - Ita£ USD;Cambio de Moneda;Sin Comp.;N/A;N/A;;;;;;36;3078;;;0;;;;;;;;;
20/04/22;Pago PI ZDIEC10A - 2nd wire;Jiaxing Zhongda Import & Export Co., Ltd.;USD;73.800,00;1,00;73.800,00;PSS;Transf. PSS - Ita£ USD;Mercader¡a;Cr‚dito;ZDIEC-00010A;N/A;;;;;450. LA 1500172900 - Tubos p. Intercamb. de Calor - ANCAP;37;3079;450;;1;;;;;;;;;
20/04/22;Costo por Transf. (Jiaxin);ITAU;USD;162,84;1,00;162,84;PSS;D‚bito Aut. PSS - Ita£ USD;Gastos Banc.;Sin Comp.;N/A;N/A;;;;;450. LA 1500172900 - Tubos p. Intercamb. de Calor - ANCAP;;3080;450;;1;;;;;;;;;
20/04/22;Compra PedidosYA;PedidosYa;UYU;1.249,00;41,27;30,27;PSS;D‚bito PSS - Ita£ UYU;Gastos;Sin Comp.;N/A;N/A;;;;;;;3081;;;;;;;;;;;;
20/04/22;Retiro para Caja;PSS;UYU;5.000,00;41,27;121,17;PSS;D‚bito PSS - Ita£ UYU;Gastos;Sin Comp.;N/A;N/A;;;;;;;3082;;;;;;;;;;;;
20/04/22;Despacho mar¡timo Investa Pumps - Bombas de refrigeraci¢n para turbinas;Enrique Amespil;UYU;-120.625,09;41,27;-2.923,18;PSS;No Aplica;IVA/IRAE;Cr‚dito;598 - 599;N/A;;;;;676. CP C94557-2021 - Adq. de repuestos Goulds - UTE;;3462;676;;1;;;;;;;;;
20/04/22;Factura Afintel SA;Afintel S.A.;USD;-37,40;1,00;-37,40;PSS;No Aplica;IVA/IRAE;Cr‚dito;2876;N/A;;;;;552. LA 3-2021 - Adq. Repuestos de Aeronave - DNAPN;;3473;552;;1;;;;;;;;;
20/04/22;Factura Afintel SA;Afintel S.A.;USD;-37,40;1,00;-37,40;PSS;No Aplica;IVA/IRAE;Cr‚dito;2877;N/A;;;;;551. LA 14-2021 -Adq. Repuestos de Aeronave - Armada;;3489;551;;1;;;;;;;;;
21/04/22;Retiro para Caja;PSS;UYU;20.000,00;41,15;486,09;PSS;D‚bito PSS - Ita£ UYU;Gastos;Sin Comp.;N/A;N/A;;;;;;;3083;;;;;;;;;;;;
21/04/22;Comisi¢n Abitab (Pago Tributos Domiciliarios);Abitab;UYU;12,10;41,15;0,29;PSS;D‚bito PSS - Ita£ UYU;Costo Financiero;Sin Comp.;N/A;N/A;;;;;;;3084;;;;;;;;;;;;
21/04/22;Compra Filtros Palacio del Caf‚;Palacio del Caf‚;UYU;400,00;41,15;9,72;PSS;Caja Oficina 204;Gastos;Boleta;93900;N/A;;;;;;38;3085;;;;;;;;;;;;
21/04/22;Cambio USD a UYU;ITAU;USD;1.500,00;1,00;1.500,00;PSS;Transf. PSS - Ita£ USD;Cambio de Moneda;Sin Comp.;N/A;N/A;;;;;;42;3086;;;0;;;;;;;;;
22/04/22;Compra Office 2000;Litoral SA;USD;299,00;1,00;299,00;Javier;D‚bito Ita£ Javier;PGastos;Boleta;652668;N/A;;;;;;40;3087;;;;;;;;;;;;
22/04/22;Cambio USD a UYU;ITAU;USD;20.000,00;1,00;20.000,00;PSS;Transf. PSS - Ita£ USD;Cambio de Moneda;Sin Comp.;N/A;N/A;;;;;;43;3088;;;0;;;;;;;;;
22/04/22;Costo por Transf. Recibida;ITAU;USD;25,00;1,00;25,00;PSS;D‚bito Aut. PSS - Ita£ USD;Gastos Banc.;Sin Comp.;N/A;N/A;;;;;9078. LA Y53393 - Sum. Transf. de Pot. Monof sicos - UTE;;3089;9078;;1;;;;;;;;;
25/04/22;Compra del Campo;Del Campo - Tomas Magari¤os;UYU;2.724,00;40,15;67,85;PSS;Transf. PSS - Ita£ USD;Gastos;Boleta;1647;N/A;;;;;;44;3090;;;;;;;;;;;;
25/04/22;Compra Aldo;Papeler¡a Aldo S.A.;UYU;4.511,00;40,15;112,37;PSS;Caja Oficina 204;Gastos de Oficina;Boleta;692254;N/A;;;;;;45;3091;;;;;;;;;;;;
25/04/22;Pedido Tienda Inglesa;Oroser Sa;UYU;4.595,00;40,15;114,46;PSS;Caja Oficina 204;Gastos;Boleta;1055121;N/A;;;;;;46;3092;;;;;;;;;;;;
25/04/22;Pago PI ZDIEC10A - 3nd wire;Jiaxing Zhongda Import & Export Co., Ltd.;USD;73.801,60;1,00;73.801,60;PSS;Transf. PSS - Ita£ USD;Mercader¡a;Cr‚dito;ZDIEC-00010A;N/A;;;;;450. LA 1500172900 - Tubos p. Intercamb. de Calor - ANCAP;47;3093;450;;1;;;;;;;;;
25/04/22;Costo por Transf. (Jiaxin);ITAU;USD;162,84;1,00;162,84;PSS;D‚bito Aut. PSS - Ita£ USD;Gastos Banc.;Sin Comp.;N/A;N/A;;;;;450. LA 1500172900 - Tubos p. Intercamb. de Calor - ANCAP;;3094;450;;1;;;;;;;;;
25/04/22;Tasa Control Siga 80k;ITAU;USD;2.481,74;1,00;2.481,74;PSS;D‚bito Aut. PSS - Ita£ USD;Costo Financiero;Sin Comp.;N/A;N/A;;;;;;;3095;;;3;;;;;;;;;
25/04/22;Retiro para Caja;PSS;UYU;12.000,00;40,15;298,92;PSS;D‚bito PSS - Ita£ UYU;Gastos;Sin Comp.;N/A;N/A;;;;;;;3096;;;;;;;;;;;;
25/04/22;Compra PedidosYA;PedidosYa;UYU;1.337,00;40,15;33,30;PSS;D‚bito PSS - Ita£ UYU;Gastos;Sin Comp.;N/A;N/A;;;;;;;3097;;;;;;;;;;;;
26/04/22;Compra PedidosYA;PedidosYa;UYU;789,00;40,07;19,69;PSS;D‚bito PSS - Ita£ UYU;Gastos;Sin Comp.;N/A;N/A;;;;;;;3098;;;;;;;;;;;;
26/04/22;Factura Antel ABR 22;ANTEL;UYU;12.861,00;40,07;321,00;PSS;Transf. PSS - Ita£ UYU;Serv. Publicos;Cr‚dito;12218000;N/A;Efectuado;05/05/22;;10/05/22;;48;3099;;29;;;;;;;;;;
26/04/22;Pago CMA CGM Uruguay SA Devoluci¢n Contenedores;CMA CGM URUGUAY SA;USD;720,00;1,00;720,00;PSS;Transf. PSS - Ita£ USD;Costos;Cr‚dito;109499 - 109497 - 109498 - 109496;N/A;;;;;9065. LP P53011-Autotransformador Monofasico 500kV - UTE;49;3100;9065;;1;;;;;;;;;
26/04/22;Costo por Transf. (CMA);ITAU;USD;1,90;1,00;1,90;PSS;D‚bito Aut. PSS - Ita£ USD;Gastos Banc.;Sin Comp.;N/A;N/A;;;;;9065. LP P53011-Autotransformador Monofasico 500kV - UTE;;3101;9065;;1;;;;;;;;;
27/04/22;Almacenaje, salida y seguro de Mercader¡a;Planir operador portuario SA;USD;787,26;1,00;787,26;PSS;Transf. PSS - Ita£ USD;Costos;Cr‚dito;25607;N/A;;;;;9065. LP P53011-Autotransformador Monofasico 500kV - UTE;50;3102;9065;;1;;;;;;;;;
27/04/22;Costo por Transf. (Planir);ITAU;USD;1,90;1,00;1,90;PSS;D‚bito Aut. PSS - Ita£ USD;Gastos Banc.;Sin Comp.;N/A;N/A;;;;;9065. LP P53011-Autotransformador Monofasico 500kV - UTE;;3103;9065;;1;;;;;;;;;
27/04/22;Pago Protocolizaciones;Esc. Bel‚n Galbarini;UYU;15.979,00;40,72;392,46;PSS;Transf. PSS - Ita£ UYU;Honorarios Prof.;Cr‚dito;104;N/A;;;;;9125. Inland P52272 y P52372 - Chint;51;3104;9125;;1;;;;;;;;;
27/04/22;Pago Flete importaci¢n;Europartners Uruguay SRL;USD;1.238,73;1,00;1.238,73;PSS;Transf. PSS - Ita£ USD;Costos;Cr‚dito;608;343;;;;;658. LA Y54116 - Sum. Rep. p. Unidades Centrales de Procesamiento - UTE;52;3105;658;;1;;;;;;;;;
27/04/22;Costo por Transf. (Europartners);ITAU;USD;1,90;1,00;1,90;PSS;D‚bito Aut. PSS - Ita£ USD;Gastos Banc.;Sin Comp.;N/A;N/A;;;;;658. LA Y54116 - Sum. Rep. p. Unidades Centrales de Procesamiento - UTE;;3106;658;;1;;;;;;;;;
27/04/22;Compra Kinko;Bowerey SA;UYU;328,00;40,72;8,06;PSS;Caja Oficina 204;Gastos de Oficina;Boleta;3000106;N/A;;;;;;53;3107;;;;;;;;;;;;
27/04/22;Pago Factura Muestra Ref. 781;Zhejiang TOFine Automation Equipament Co., Ltd;USD;2.000,00;1,00;2.000,00;PSS;Transf. PSS - Ita£ USD;Costos;Cr‚dito;20220001;N/A;;;;;781. LA Y100171 - Scadas Locales para Est. DIS - UTE;54;3108;781;;1;;;;;;;;;
27/04/22;Costo por Transf. (Zheijiang);ITAU;USD;60,00;1,00;60,00;PSS;D‚bito Aut. PSS - Ita£ USD;Gastos Banc.;Sin Comp.;N/A;N/A;;;;;781. LA Y100171 - Scadas Locales para Est. DIS - UTE;;3109;781;;1;;;;;;;;;
27/04/22;Compra PedidosYA;PedidosYa;UYU;1.395,00;40,72;34,26;PSS;D‚bito PSS - Ita£ UYU;Gastos;Sin Comp.;N/A;N/A;;;;;;;3110;;;;;;;;;;;;
27/04/22;Pago Flete importaci¢n;Europartners Uruguay SRL;USD;-37,73;1,00;-37,73;PSS;No Aplica;IVA/IRAE;Cr‚dito;608;N/A;;;;;658. LA Y54116 - Sum. Rep. p. Unidades Centrales de Procesamiento - UTE;;3461;658;;1;;;;;;;;;
27/04/22;Pago Protocolizaciones;Esc. Bel‚n Galbarini;UYU;-2.881,47;40,72;-70,77;PSS;No Aplica;IVA/IRAE;Cr‚dito;104;N/A;;;;;9125. Inland P52272 y P52372 - Chint;;3506;9125;;1;;;;;;;;;
28/04/22;Compra PedidosYA;PedidosYa;UYU;1.337,00;40,93;32,67;PSS;D‚bito PSS - Ita£ UYU;Gastos;Sin Comp.;N/A;N/A;;;;;;;3111;;;;;;;;;;;;
28/04/22;Otros Gastos;Varios;USD;900,00;1,00;900,00;PSS;Efectivo;Costos;Sin Comp.;N/A;N/A;;;;;696. NA - Tanques de aire - Golantex (Armada);55;3112;696;;1;;;;;;;;;
28/04/22;Pago Airparts;Airparts Company Inc.;USD;1.969,96;1,00;1.969,96;PSS;Transf. PSS - Ita£ USD;Costos;Sin Comp.;N/A;N/A;;;;;552. LA 3-2021 - Adq. Repuestos de Aeronave - DNAPN;56;3113;552;;1;;;;;;;;;
28/04/22;Costo por Transf. (Airparts);ITAU;USD;80,00;1,00;80,00;PSS;D‚bito Aut. PSS - Ita£ USD;Gastos Banc.;Sin Comp.;N/A;N/A;;;;;552. LA 3-2021 - Adq. Repuestos de Aeronave - DNAPN;;3114;552;;1;;;;;;;;;
29/04/22;Factura UTE 202;UTE;UYU;1.932,00;41,46;46,60;PSS;Transf. PSS - Ita£ UYU;Serv. Publicos;Cr‚dito;N/A;N/A;Efectuado;09/05/22;;10/05/22;;58;3115;;30;;;;;;;;;;
29/04/22;Factura UTE 204;UTE;UYU;1.007,00;41,46;24,29;PSS;Transf. PSS - Ita£ UYU;Serv. Publicos;Cr‚dito;1537573;N/A;Efectuado;09/05/22;;10/05/22;;57;3116;;31;;;;;;;;;;
29/04/22;Cambio USD a UYU;ITAU;USD;1.000,00;1,00;1.000,00;PSS;Transf. PSS - Ita£ USD;Cambio de Moneda;Sin Comp.;N/A;N/A;;;;;;58;3117;;;0;;;;;;;;;
29/04/22;Comision por Admin. Cta UYU BROU;BROU;UYU;752,35;41,46;18,15;PSS;D‚bito Aut. PSS - BROU UYU;Gastos Banc.;Sin Comp.;N/A;N/A;;;;;;;3118;;;;;;;;;;;;
29/04/22;Comision por Admin. Cta USD BROU;BROU;USD;18,97;1,00;18,97;PSS;D‚bito Aut. PSS - BROU USD;Gastos Banc.;Sin Comp.;N/A;N/A;;;;;;;3119;;;;;;;;;;;;
29/04/22;Comision por Admin. Cta EUR BROU;BROU;EUR;3,94;0,95;4,14;PSS;D‚bito Aut. PSS - BROU EUR;Gastos Banc.;Sin Comp.;N/A;N/A;;;;;;;3120;;;;;;;;;;;;
29/04/22;Comision por tenencia de EUR BROU;BROU;EUR;0,41;0,95;0,43;PSS;D‚bito Aut. PSS - BROU EUR;Gastos Banc.;Sin Comp.;N/A;N/A;;;;;;;3121;;;;;;;;;;;;
29/04/22;Debito Comision Cta. EUR;ITAU;EUR;0,17;0,95;0,18;PSS;D‚bito Aut. PSS - Ita£ EUR;Gastos Banc.;Sin Comp.;N/A;N/A;;;;;;;3122;;;;;;;;;;;;
29/04/22;Costo por uso de sobregiro;ITAU;USD;14,20;1,00;14,20;PSS;D‚bito Aut. PSS - Ita£ UYU;Gastos Banc.;Sin Comp.;N/A;N/A;;;;;;;3123;;;;;;;;;;;;
02/05/22;Honorarios Estudio Berrutti ABR 2022;Cr. Berrutti;UYU;11.110,00;41,36;268,65;PSS;Transf. PSS - Ita£ UYU;Honorarios Prof.;Boleta;1605;N/A;Efectuado;N/A;;10/05/22;;2;3124;;2;;;;;;;;;;
02/05/22;Compra Caf‚;Palacio del Caf‚;UYU;383,00;41,36;9,26;PSS;Caja Oficina 204;Gastos;Boleta;93946;N/A;;;;;;3;3125;;;;;;;;;;;;
02/05/22;Costo por Transf. Recibida;ITAU;EUR;9,46;0,95;9,98;PSS;D‚bito Aut. PSS - Ita£ USD;Gastos Banc.;Sin Comp.;N/A;N/A;;;;;658. LA Y54116 - Sum. Rep. p. Unidades Centrales de Procesamiento - UTE;;3126;658;;1;;;;;;;;;
03/05/22;Cambio EUR a USD;ITAU;EUR;65.000,00;0,95;68.306,01;PSS;Transf. PSS - Ita£ USD;Cambio de Moneda;Sin Comp.;N/A;N/A;;;;;;4;3127;;;0;;;;;;;;;
03/05/22;Veh¡culo de Oper. Submarina ROV - CGA;VideoRay LLC;USD;54.827,50;1,00;54.827,50;PSS;Transf. PSS - Ita£ USD;Costos;Sin Comp.;N/A;N/A;;;;;650. LA 54-2021 - Vehiculo de oper. submarina ROV - CGA;5;3128;650;;1;;;;;;;;;
03/05/22;Costo por Transf. (VideoRay);ITAU;USD;128,68;1,00;128,68;PSS;D‚bito Aut. PSS - Ita£ USD;Gastos Banc.;Sin Comp.;N/A;N/A;;;;;650. LA 54-2021 - Vehiculo de oper. submarina ROV - CGA;;3129;650;;1;;;;;;;;;
03/05/22;Compra Monitores y Perif‚ricos;Valfey Company SA;USD;486,00;1,00;486,00;PSS;Cr‚dito VISA PSS  - Ita£;Muebles y étiles;Cr‚dito;17575;N/A;;;;;;6;3130;;;;;;;;;;;;
04/05/22;Cambio USD a UYU;ITAU;USD;4.000,00;1,00;4.000,00;PSS;Transf. PSS - Ita£ USD;Cambio de Moneda;Sin Comp.;N/A;N/A;;;;;;7;3131;;;0;No pasado;;;;;;;;
04/05/22;Cambio USD a UYU;ITAU;USD;2.000,00;1,00;2.000,00;PSS;Transf. PSS - Ita£ USD;Cambio de Moneda;Sin Comp.;N/A;N/A;;;;;;8;3132;;;0;;;;;;;;;
04/05/22;Pago Sueldo Javier;PSS;UYU;56.184,00;40,95;1.372,18;PSS;Transf. PSS - Ita£ UYU;Salarios;Recibo;N/A;N/A;;;;;;9;3133;;;;;;;;;;;;
04/05/22;Pago Sueldo Juan;PSS;UYU;56.184,00;40,95;1.372,18;PSS;Transf. PSS - Ita£ UYU;Salarios;Recibo;N/A;N/A;;;;;;9;3134;;;;;;;;;;;;
04/05/22;Sueldo Ignacio R.;Ignacio Rodriguez;UYU;30.000,00;40,95;732,69;PSS;Transf. PSS - Ita£ UYU;Salarios;Recibo;N/A;N/A;;;;;;9;3135;;;;;;;;;;;;
04/05/22;Sueldo Ignacio G.;Ignacio Gonzales;UYU;35.101,00;40,95;857,27;PSS;Transf. PSS - Ita£ UYU;Salarios;Recibo;N/A;N/A;;;;;;9;3136;;;;;;;;;;;;
04/05/22;Sueldo Ricardo V.;Ricardo Viceconti;UYU;35.001,00;40,95;854,83;PSS;Transf. PSS - Ita£ UYU;Salarios;Recibo;N/A;N/A;;;;;;9;3137;;;;;;;;;;;;
04/05/22;Garant¡a BSE Mant. Of. Ref. 450;BSE;USD;168,36;1,00;168,36;PSS;Transf. PSS - Ita£ USD;Dep¢stio en Garant¡a;Cr‚dito;9710517;N/A;Efectuado;17/05/22;;05/05/22;450. LA 1500172900 - Tubos p. Intercamb. de Calor - ANCAP;10;3138;450;11;1;;;;;;;;;
04/05/22;Garant¡a BSE Mant. Of. Ref. 450;BSE;USD;-30,36;1,00;-30,36;PSS;No Aplica;IVA/IRAE;Cr‚dito;9710517;N/A;;;;;450. LA 1500172900 - Tubos p. Intercamb. de Calor - ANCAP;;3455;450;;1;;;;;;;;;
05/05/22;Gastos Ingavi S.A.;Ingavi S.A.;USD;366,00;1,00;366,00;PSS;Transf. PSS - Ita£ USD;Costos;Cr‚dito;6722;N/A;Efectuado;30/05/22;;19/05/22;9126. Dew Point P52272 Lot 1 - Chint;11;3139;9126;;1;;;;;;;;;
05/05/22;Costo por Transf. (Ingavi);ITAU;USD;1,90;1,00;1,90;PSS;D‚bito Aut. PSS - Ita£ USD;Gastos Banc.;Sin Comp.;N/A;N/A;;;;;9126. Dew Point P52272 Lot 1 - Chint;;3140;9126;;1;;;;;;;;;
05/05/22;Pago Poliza Accidentes de Trabajo;BSE;UYU;1.767,00;41,12;42,98;PSS;Transf. PSS - Ita£ UYU;Gastos;Cr‚dito;9688902;N/A;;;;;;12;3141;;;;;;;;;;;;
05/05/22;Gastos Ingavi S.A.;Ingavi S.A.;USD;-66,00;1,00;-66,00;PSS;No Aplica;IVA/IRAE;Cr‚dito;6722;N/A;;;;;9126. Dew Point P52272 Lot 1 - Chint;;3520;9126;;1;;;;;;;;;
06/05/22;Compra Kinko;Bowerey SA;UYU;206,00;41,28;4,99;PSS;Caja Oficina 204;Gastos de Oficina;Boleta;3000149;N/A;;;;;;13;3142;;;;;;;;;;;;
09/05/22;Pago Alquiler Oficina 204 MAY 2022;Oscar Silverio Mu¤iz;USD;500,00;1,00;500,00;PSS;Transf. PSS - Ita£ USD;Alquileres;Sin Comp.;N/A;N/A;;;;;;17;3143;;;;;;;;;;;;
09/05/22;Costo por Transf. (Alquiler 204);ITAU;USD;1,90;1,00;1,90;PSS;D‚bito Aut. PSS - Ita£ USD;Gastos Banc.;Sin Comp.;N/A;N/A;;;;;;;3144;;;;;;;;;;;;
